"Abbr","Beer_Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery_Name","City","State","state_name","lat","lng"
"AK","Single Engine Red",929,0.058,46,454,"Irish Red Ale",12,"Denali Brewing Company","Talkeetna","alaska","Alaska",62.2994,-149.9601
"AK","Amber Ale",2436,0.051,NA,103,"American Amber / Red Ale",12,"King Street Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","Sunken Island IPA",349,0.068,0,459,"American IPA",12,"Kenai River Brewing Company","Soldotna","alaska","Alaska",60.4862,-151.0672
"AK","Chuli Stout",1213,0.059,55,454,"Irish Dry Stout",12,"Denali Brewing Company","Talkeetna","alaska","Alaska",62.2994,-149.9601
"AK","Twister Creek India Pale Ale",947,0.065,71,454,"American IPA",12,"Denali Brewing Company","Talkeetna","alaska","Alaska",62.2994,-149.9601
"AK","King Street Hefeweizen",1666,0.057,10,103,"Hefeweizen",12,"King Street Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","Chugach Session Ale",919,0.048,0,494,"Cream Ale",12,"Broken Tooth Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","Skilak Scottish Ale (2011)",348,0.058,0,459,"Scottish Ale",12,"Kenai River Brewing Company","Soldotna","alaska","Alaska",60.4862,-151.0672
"AK","Sockeye Red IPA",434,0.057,70,224,"American IPA",12,"Midnight Sun Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","King Street Pilsner",1706,0.055,0,103,"Czech Pilsener",12,"King Street Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","Skilak Scottish Ale",1193,0.058,0,459,"Scottish Ale",12,"Kenai River Brewing Company","Soldotna","alaska","Alaska",60.4862,-151.0672
"AK","Northern Lights Amber Ale",921,0.05,15,494,"American Amber / Red Ale",12,"Broken Tooth Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","Pleasure Town",2093,0.063,61,224,"American IPA",12,"Midnight Sun Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","King Street Blonde Ale",1665,0.049,0,103,"American Blonde Ale",12,"King Street Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","Alaskan Amber",1920,0.053,18,271,"Altbier",12,"Alaskan Brewing Company","Juneau","alaska","Alaska",58.4546,-134.1739
"AK","Urban Wilderness Pale Ale",30,0.049,0,558,"English Pale Ale",12,"Sleeping Lady Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","Mother Ale",1159,0.056,46,454,"American Blonde Ale",12,"Denali Brewing Company","Talkeetna","alaska","Alaska",62.2994,-149.9601
"AK","King Street IPA",1667,0.06,70,103,"American IPA",12,"King Street Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","Freeride APA",1921,0.053,40,271,"American Pale Ale (APA)",12,"Alaskan Brewing Company","Juneau","alaska","Alaska",58.4546,-134.1739
"AK","Fairweather IPA",648,0.061,64,494,"American IPA",12,"Broken Tooth Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","Pleasure Town IPA",1814,0.063,61,224,"American IPA",12,"Midnight Sun Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","Polar Pale Ale",920,0.052,17,494,"American Pale Ale (APA)",12,"Broken Tooth Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","Snowshoe White Ale",587,0.048,12,224,"Witbier",12,"Midnight Sun Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AK","Peninsula Brewers Reserve (PBR)",1187,0.05,15,459,"American Blonde Ale",12,"Kenai River Brewing Company","Soldotna","alaska","Alaska",60.4862,-151.0672
"AK","Kodiak Brown Ale",586,0.05,24,224,"American Brown Ale",12,"Midnight Sun Brewing Company","Anchorage","alaska","Alaska",61.1508,-149.1091
"AL","Sand Island Lighthouse",1410,0.051,25,413,"Kölsch",12,"Straight to Ale","Huntsville","alabama","Alabama",34.6981,-86.6412
"AL","Snake Handler Double IPA",312,0.093,103,479,"American Double / Imperial IPA",12,"Good People Brewing Company","Birmingham","alabama","Alabama",33.5279,-86.7971
"AL","Good People IPA",309,0.06,64,479,"American IPA",12,"Good People Brewing Company","Birmingham","alabama","Alabama",33.5279,-86.7971
"AL","Naked Pig Pale Ale",1875,0.06,43,287,"American Pale Ale (APA)",12,"Back Forty Beer Company","Gadsden","alabama","Alabama",34.0086,-86.0157
"AL","Coffee Oatmeal Stout",311,0.06,54,479,"Oatmeal Stout",12,"Good People Brewing Company","Birmingham","alabama","Alabama",33.5279,-86.7971
"AL","Monkeynaut IPA",637,0.072,70,413,"American IPA",12,"Straight to Ale","Huntsville","alabama","Alabama",34.6981,-86.6412
"AL","Good People American Brown Ale",308,0.058,36,479,"American Brown Ale",12,"Good People Brewing Company","Birmingham","alabama","Alabama",33.5279,-86.7971
"AL","Truck Stop Honey Brown Ale",1876,0.06,0,287,"English Brown Ale",12,"Back Forty Beer Company","Gadsden","alabama","Alabama",34.0086,-86.0157
"AL","Lily Flagg Milk Stout",925,0.05,30,413,"Milk / Sweet Stout",12,"Straight to Ale","Huntsville","alabama","Alabama",34.6981,-86.6412
"AL","Good People Pale Ale",1000,0.056,36,479,"American Pale Ale (APA)",12,"Good People Brewing Company","Birmingham","alabama","Alabama",33.5279,-86.7971
"AR","Core Oatmeal Stout",1337,0.057,0,140,"Oatmeal Stout",12,"Core Brewing & Distilling Company","Springdale","arkansas","Arkansas",36.1901,-94.1574
"AR","Arkansas Red",1650,0.052,0,140,"American Amber / Red Ale",12,"Core Brewing & Distilling Company","Springdale","arkansas","Arkansas",36.1901,-94.1574
"AR","Core ESB",1336,0.061,0,140,"Extra Special / Strong Bitter (ESB)",12,"Core Brewing & Distilling Company","Springdale","arkansas","Arkansas",36.1901,-94.1574
"AR","Behemoth",2351,0.05,0,140,"American Pilsner",12,"Core Brewing & Distilling Company","Springdale","arkansas","Arkansas",36.1901,-94.1574
"AR","Ozark American Pale Ale",1961,0.04,39,260,"American Pale Ale (APA)",12,"Ozark Beer Company","Rogers","arkansas","Arkansas",36.317,-94.1531
"AZ","Sex Panther",2599,0.069,20,31,"American Porter",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Kilt Lifter Scottish-Style Ale",1635,0.06,21,161,"",12,"Four Peaks Brewing Company","Tempe","arizona","Arizona",33.3881,-111.9319
"AZ","Big Blue Van",2061,0.058,0,233,"Fruit / Vegetable Beer",16,"College Street Brewhouse and Pub","Lake Havasu City","arizona","Arizona",34.5006,-114.3113
"AZ","Pumpkin Porter",1616,0.051,0,161,"American Porter",12,"Four Peaks Brewing Company","Tempe","arizona","Arizona",33.3881,-111.9319
"AZ","Epicenter Amber Ale (2010)",124,0.055,20,31,"American Amber / Red Ale",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Hop Shock IPA (2010)",317,0.07,85,31,"American IPA",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Count Hopula (Vault Series)",2063,0.091,99,31,"American Double / Imperial IPA",16,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Winter Warmer (Vault Series)",2073,0.095,25,31,"Winter Warmer",16,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Devil’s Ale (2010)",285,0.055,45,31,"American Pale Ale (APA)",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Supermonk I.P.A.",1299,0.065,0,31,"Belgian IPA",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Lumberyard Pilsner",1153,0.053,20,159,"American Pilsner",12,"Lumberyard Brewing Company","Flagstaff","arizona","Arizona",35.1872,-111.6194
"AZ","Knotty Pine",2311,0.054,0,159,"American Pale Ale (APA)",12,"Lumberyard Brewing Company","Flagstaff","arizona","Arizona",35.1872,-111.6194
"AZ","Epicenter Amber Ale",1073,0.055,20,31,"American Amber / Red Ale",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","SanTan HefeWeizen (2010)",286,0.05,15,31,"Hefeweizen",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Full Moon Belgian White Ale",768,0.085,0,508,"Witbier",12,"Mudshark Brewing Company","Lake Havasu City","arizona","Arizona",34.5006,-114.3113
"AZ","Devil’s Ale",850,0.055,45,31,"American Pale Ale (APA)",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Noche Dulce",2062,0.071,16,232,"American Porter",16,"Borderlands Brewing Company","Tucson","arizona","Arizona",32.1541,-110.8787
"AZ","Sunbru Kölsch",2309,0.052,17,161,"Kölsch",12,"Four Peaks Brewing Company","Tempe","arizona","Arizona",33.3881,-111.9319
"AZ","Hop Knot IPA",358,0.067,47,161,"American IPA",12,"Four Peaks Brewing Company","Tempe","arizona","Arizona",33.3881,-111.9319
"AZ","Mr. Pineapple",777,0.05,20,31,"Fruit / Vegetable Beer",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Hop Shock IPA",1071,0.07,85,31,"American IPA",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Desert Magic IPA",625,0.072,0,508,"American IPA",12,"Mudshark Brewing Company","Lake Havasu City","arizona","Arizona",34.5006,-114.3113
"AZ","Camelback",2312,0.061,60,158,"American IPA",12,"Phoenix Ale Brewery","Phoenix","arizona","Arizona",33.5722,-112.0892
"AZ","Wapiti Amber Ale",327,0.05,0,550,"American Amber / Red Ale",12,"Mogollon Brewing Company","Flagstaff","arizona","Arizona",35.1872,-111.6194
"AZ","SunSpot Golden Ale",1934,0.05,15,31,"American Blonde Ale",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Sunbru Kölsch",178,0.052,0,161,"Kölsch",12,"Four Peaks Brewing Company","Tempe","arizona","Arizona",33.3881,-111.9319
"AZ","Up River Light",326,0.042,0,508,"Light Lager",12,"Mudshark Brewing Company","Lake Havasu City","arizona","Arizona",34.5006,-114.3113
"AZ","American Idiot Ale (2012)",764,0.055,45,31,"American Pale Ale (APA)",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Dry Heat Hefeweizen (2006)",131,0.055,0,508,"Hefeweizen",12,"Mudshark Brewing Company","Lake Havasu City","arizona","Arizona",34.5006,-114.3113
"AZ","Four Peaks Peach Ale",1585,0.042,9,161,"Fruit / Vegetable Beer",12,"Four Peaks Brewing Company","Tempe","arizona","Arizona",33.3881,-111.9319
"AZ","Oktoberfest",1995,0.055,0,31,"Märzen / Oktoberfest",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Kilt Lifter Scottish-Style Ale (2009)",179,0.06,21,161,"Scottish Ale",12,"Four Peaks Brewing Company","Tempe","arizona","Arizona",33.3881,-111.9319
"AZ","SanTan HefeWeizen",1072,0.05,15,31,"Hefeweizen",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Full Moon Belgian White Ale (2007)",132,0.085,0,508,"Witbier",12,"Mudshark Brewing Company","Lake Havasu City","arizona","Arizona",34.5006,-114.3113
"AZ","Sex Panther (2014)",852,0.069,20,31,"American Porter",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","Grand Canyon Sunset Amber Ale",143,0.054,0,537,"American Amber / Red Ale",12,"Grand Canyon Brewing Company","Williams","arizona","Arizona",35.2476,-112.1834
"AZ","Grand Canyon American Pilsner",476,0.052,0,537,"American Pilsner",12,"Grand Canyon Brewing Company","Williams","arizona","Arizona",35.2476,-112.1834
"AZ","Barrio Blanco",2005,0.06,60,252,"American IPA",12,"Barrio Brewing Company","Tucson","arizona","Arizona",32.1541,-110.8787
"AZ","Lumberyard IPA",355,0.061,0,159,"American IPA",12,"Lumberyard Brewing Company","Flagstaff","arizona","Arizona",35.1872,-111.6194
"AZ","Lumberyard Red Ale",125,0.058,0,159,"American Amber / Red Ale",12,"Lumberyard Brewing Company","Flagstaff","arizona","Arizona",35.1872,-111.6194
"AZ","Rail Slide Imperial Spiced Ale",839,0.081,0,31,"Herbed / Spiced Beer",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"AZ","White Water Wheat",477,0.05,0,537,"American Pale Wheat Ale",12,"Grand Canyon Brewing Company","Williams","arizona","Arizona",35.2476,-112.1834
"AZ","Barrio Tucson Blonde",1343,0.045,0,252,"American Blonde Ale",12,"Barrio Brewing Company","Tucson","arizona","Arizona",32.1541,-110.8787
"AZ","I.W.A. (2011)",1329,0.06,0,31,"American Pale Wheat Ale",12,"SanTan Brewing Company","Chandler","arizona","Arizona",33.2825,-111.8514
"CA","Habitus IPA",1346,0.08,86,424,"American IPA",16,"Hess Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Ex Umbris Rye Imperial Stout",904,0.099,85,424,"American Double / Imperial Stout",16,"Hess Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Point the Way IPA",1296,0.059,60,241,"American IPA",12,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Cabrillo Kölsch",1034,0.05,0,241,"Kölsch",16,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Cortez Gold",2442,0.05,0,99,"Belgian Pale Ale",32,"Mission Brewery","San Diego","california","California",32.8313,-117.1222
"CA","Mission IPA",2441,0.068,66,99,"American IPA",32,"Mission Brewery","San Diego","california","California",32.8313,-117.1222
"CA","Kolschtal Eddy",2035,0.055,0,34,"Kölsch",16,"The Dudes' Brewing Company","Torrance","california","California",33.8346,-118.3416
"CA","South Bay Session IPA",2034,0.05,0,34,"American IPA",16,"The Dudes' Brewing Company","Torrance","california","California",33.8346,-118.3416
"CA","Habitus",2664,0.08,100,4,"American Double / Imperial IPA",16,"Mike Hess Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Surfrider",2594,0.052,35,34,"American Pale Ale (APA)",16,"The Dudes' Brewing Company","Torrance","california","California",33.8346,-118.3416
"CA","Chronic Ale",1457,0.049,0,371,"American Amber / Red Ale",16,"Pizza Port Brewing Company","Carlsbad","california","California",33.1246,-117.2834
"CA","Brotherhood Steam",2102,0.056,0,36,"California Common / Steam Beer",12,"Anchor Brewing Company","San Francisco","california","California",37.7558,-122.4449
"CA","He Said Belgian-Style Tripel",1592,0.082,0,369,"Tripel",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Marooned On Hog Island",976,0.079,0,369,"American Stout",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Epic IPA",75,0.065,0,535,"American IPA",12,"Mammoth Brewing Company","Mammoth Lakes","california","California",37.6273,-118.99
"CA","Monk's Blood",11,0.083,35,369,"Belgian Dark Ale",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Poleeko Gold Pale Ale (2009)",76,0.055,28,172,"American Pale Ale (APA)",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Czech Yo Self",2590,0.055,45,37,"Czech Pilsener",12,"Figueroa Mountain Brewing Company","Buellton","california","California",34.6152,-120.1943
"CA","FMB 101",1968,0.048,20,37,"Kölsch",12,"Figueroa Mountain Brewing Company","Buellton","california","California",34.6152,-120.1943
"CA","Hill 88 Double IPA",1893,0.088,77,281,"American Double / Imperial IPA",16,"Headlands Brewing Company","Mill Valley","california","California",37.9086,-122.5421
"CA","Park",2661,0.047,19,5,"American Pale Wheat Ale",12,"Fort Point Beer Company","San Francisco","california","California",37.7558,-122.4449
"CA","Westfalia",2660,0.056,16,5,"American Amber / Red Ale",12,"Fort Point Beer Company","San Francisco","california","California",37.7558,-122.4449
"CA","Grazias",1351,0.063,30,424,"Cream Ale",16,"Hess Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","El Steinber Dark Lager",1217,0.055,25,172,"Vienna Lager",16,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Blood Orange Wit",2087,0.05,16,226,"Witbier",16,"Refuge Brewery","Temecula","california","California",33.4928,-117.1315
"CA","El Conquistador Extra Pale Ale",1460,0.048,44,99,"American Pale Ale (APA)",32,"Mission Brewery","San Diego","california","California",32.8313,-117.1222
"CA","Shipwrecked Double IPA",1459,0.092,75,99,"American Double / Imperial IPA",32,"Mission Brewery","San Diego","california","California",32.8313,-117.1222
"CA","Fireside Chat",1024,0.079,45,369,"Winter Warmer",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Solis",2667,0.075,85,4,"American IPA",16,"Mike Hess Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Jucundus",2666,0.06,24,4,"Wheat Ale",16,"Mike Hess Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Grazias",2663,0.063,30,4,"Cream Ale",16,"Mike Hess Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Groupe G",1895,0.076,65,281,"Belgian IPA",16,"Headlands Brewing Company","Mill Valley","california","California",37.9086,-122.5421
"CA","Weiss Weiss Baby",2591,0.045,0,37,"Kristalweizen",12,"Figueroa Mountain Brewing Company","Buellton","california","California",34.6152,-120.1943
"CA","Saint Archer Pale Ale",1865,0.052,40,289,"American Pale Ale (APA)",12,"Saint Archer Brewery","San Diego","california","California",32.8313,-117.1222
"CA","Saint Archer Blonde",1864,0.048,22,289,"Kölsch",12,"Saint Archer Brewery","San Diego","california","California",32.8313,-117.1222
"CA","PONTO S.I.P.A.",1589,0.045,0,371,"American IPA",16,"Pizza Port Brewing Company","Carlsbad","california","California",33.1246,-117.2834
"CA","Blur India Pale Ale",1302,0.074,60,433,"American IPA",12,"Seabright Brewery","Santa Cruz","california","California",36.9789,-122.0346
"CA","California Lager",2103,0.049,0,36,"American Amber / Red Lager",12,"Anchor Brewing Company","San Francisco","california","California",37.7558,-122.4449
"CA","Deadicated Amber",924,0.054,27,492,"American Amber / Red Ale",16,"Devil's Canyon Brewery","Belmont","california","California",37.5154,-122.2953
"CA","California Sunshine Rye IPA",730,0.071,85,492,"American IPA",16,"Devil's Canyon Brewery","Belmont","california","California",37.5154,-122.2953
"CA","Back in Black",173,0.068,65,369,"American Black Ale",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Dodgy Knight Imperial IPA",1229,0.08,95,450,"American Double / Imperial IPA",12,"TailGate Beer","San Diego","california","California",32.8313,-117.1222
"CA","TailGate Saison",1164,0.05,0,450,"Saison / Farmhouse Ale",12,"TailGate Beer","San Diego","california","California",32.8313,-117.1222
"CA","TailGate IPA",663,0.05,44,450,"American IPA",24,"TailGate Beer","San Diego","california","California",32.8313,-117.1222
"CA","TailGate IPA",662,0.05,44,450,"American IPA",12,"TailGate Beer","San Diego","california","California",32.8313,-117.1222
"CA","TailGate Hefeweizen",623,0.049,28,450,"Hefeweizen",24,"TailGate Beer","San Diego","california","California",32.8313,-117.1222
"CA","Terrace Hill Double IPA",1647,0.095,99,351,"American Double / Imperial IPA",16,"Central Coast Brewing Company","San Luis Obispo","california","California",35.2669,-120.669
"CA","Catch 23",1646,0.075,77,351,"American Black Ale",16,"Central Coast Brewing Company","San Luis Obispo","california","California",35.2669,-120.669
"CA","Golden Road Hefeweizen (2012)",548,0.046,15,241,"Hefeweizen",16,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Summer Wheat",2577,0.045,0,36,"American Pale Wheat Ale",12,"Anchor Brewing Company","San Francisco","california","California",37.7558,-122.4449
"CA","Brew Free! or Die IPA (2008)",797,0.07,70,369,"American IPA",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Brew Free! or Die IPA (2009)",796,0.07,70,369,"American IPA",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Winter Solstice",523,0.069,6,172,"Winter Warmer",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","High Country Pilsner (Current)",511,0.042,0,535,"German Pilsener",12,"Mammoth Brewing Company","Mammoth Lakes","california","California",37.6273,-118.99
"CA","Deception",2412,0.045,16,113,"American Blonde Ale",12,"Black Market Brewing Company","Temecula","california","California",33.4928,-117.1315
"CA","Hop Ottin' IPA (2011)",367,0.07,80,172,"American IPA",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Boont Amber Ale (2011)",78,0.058,15,172,"American Amber / Red Ale",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Summer Solstice (2011)",77,0.056,4,172,"Cream Ale",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Saint Archer IPA",1867,0.068,66,289,"American IPA",12,"Saint Archer Brewery","San Diego","california","California",32.8313,-117.1222
"CA","Blacktop Blonde",622,0.05,19,450,"American Blonde Ale",24,"TailGate Beer","San Diego","california","California",32.8313,-117.1222
"CA","21st Amendment IPA (2006)",799,0.07,70,369,"American IPA",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Chai Ale",1649,0.051,15,351,"Herbed / Spiced Beer",16,"Central Coast Brewing Company","San Luis Obispo","california","California",35.2669,-120.669
"CA","Atom Splitter Pale Ale",1437,0.05,0,311,"American Pale Ale (APA)",12,"Pine Street Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Orange Wheat",1016,0.046,17,477,"Fruit / Vegetable Beer",12,"Hangar 24 Craft Brewery","Redlands","california","California",34.0512,-117.1712
"CA","Nooner",2474,0.052,0,84,"German Pilsener",12,"Sierra Nevada Brewing Company","Chico","california","California",39.7578,-121.8161
"CA","Swami's India Pale Ale",1191,0.068,0,371,"American IPA",16,"Pizza Port Brewing Company","Carlsbad","california","California",33.1246,-117.2834
"CA","Grandma's Pecan",1562,0.069,34,34,"English Brown Ale",16,"The Dudes' Brewing Company","Torrance","california","California",33.8346,-118.3416
"CA","Double Trunk",1561,0.099,101,34,"American Double / Imperial IPA",16,"The Dudes' Brewing Company","Torrance","california","California",33.8346,-118.3416
"CA","KSA",2659,0.046,17,5,"Kölsch",12,"Fort Point Beer Company","San Francisco","california","California",37.7558,-122.4449
"CA","Villager",2658,0.063,42,5,"American IPA",12,"Fort Point Beer Company","San Francisco","california","California",37.7558,-122.4449
"CA","Jacaranada Rye IPA",1772,0.067,60,321,"American IPA",16,"Claremont Craft Ales","Claremont","california","California",34.1259,-117.7153
"CA","Claritas",2662,0.058,28,4,"Kölsch",16,"Mike Hess Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Pt. Bonita Rustic Lager",1894,0.062,40,281,"American Pale Lager",16,"Headlands Brewing Company","Mill Valley","california","California",37.9086,-122.5421
"CA","Saint Archer White Ale",1868,0.05,15,289,"Witbier",12,"Saint Archer Brewery","San Diego","california","California",32.8313,-117.1222
"CA","Blacktop Blonde",362,0.05,19,450,"American Blonde Ale",12,"TailGate Beer","San Diego","california","California",32.8313,-117.1222
"CA","TailGate Hefeweizen",361,0.049,28,450,"Hefeweizen",12,"TailGate Beer","San Diego","california","California",32.8313,-117.1222
"CA","Barney Flats Oatmeal Stout",1221,0.057,13,172,"Oatmeal Stout",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Sprocket Pale Ale (2006)",1734,0.05,0,334,"American Pale Ale (APA)",12,"David's Ale Works","Diamond Springs","california","California",38.692,-120.8391
"CA","IPA",2578,0.065,0,36,"American IPA",12,"Anchor Brewing Company","San Francisco","california","California",37.7558,-122.4449
"CA","Lomaland",1495,0.055,30,210,"Saison / Farmhouse Ale",16,"Modern Times Beer","San Diego","california","California",32.8313,-117.1222
"CA","Full Boar Scotch Ale",647,0.074,12,492,"Scotch Ale / Wee Heavy",16,"Devil's Canyon Brewery","Belmont","california","California",37.5154,-122.2953
"CA","Lower De Boom",1036,0.099,92,369,"American Barleywine",8.4,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Golden Road Hefeweizen",1489,0.046,15,241,"Hefeweizen",16,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Sweet Georgia Brown",719,0.054,0,515,"American Brown Ale",16,"Monkey Paw Pub & Brewery","San Diego","california","California",32.8313,-117.1222
"CA","Rich Man's IIPA",718,0.087,0,515,"American Double / Imperial IPA",16,"Monkey Paw Pub & Brewery","San Diego","california","California",32.8313,-117.1222
"CA","Monkey Paw Oatmeal Pale Ale",717,0.058,0,515,"American Pale Ale (APA)",16,"Monkey Paw Pub & Brewery","San Diego","california","California",32.8313,-117.1222
"CA","Real McCoy Amber Ale (Current)",73,0.045,0,535,"American Amber / Red Ale",12,"Mammoth Brewing Company","Mammoth Lakes","california","California",37.6273,-118.99
"CA","Lucky Day IPA",1648,0.072,85,351,"American IPA",16,"Central Coast Brewing Company","San Luis Obispo","california","California",35.2669,-120.669
"CA","Hell or High Watermelon Wheat (2009)",801,0.049,17,369,"Fruit / Vegetable Beer",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Booming Rollers",2157,0.068,75,210,"American IPA",16,"Modern Times Beer","San Diego","california","California",32.8313,-117.1222
"CA","City of the Sun",2159,0.075,85,210,"American IPA",16,"Modern Times Beer","San Diego","california","California",32.8313,-117.1222
"CA","Black Bay Milk Stout",1797,0.05,0,311,"Milk / Sweet Stout",12,"Pine Street Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Barney Flats Oatmeal Stout (2012)",572,0.057,13,172,"Oatmeal Stout",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Mucho Aloha Hawaiian Pale Ale",668,0.056,36,518,"American Pale Ale (APA)",12,"Butcher's Brewing","Carlsbad","california","California",33.1246,-117.2834
"CA","Summer Solstice Cerveza Crema (2009)",753,0.056,4,172,"Cream Ale",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Blackmarket Rye IPA",1898,0.075,35,113,"American IPA",12,"Black Market Brewing Company","Temecula","california","California",33.4928,-117.1315
"CA","Black Market Hefeweizen",1897,0.05,8,113,"Hefeweizen",12,"Black Market Brewing Company","Temecula","california","California",33.4928,-117.1315
"CA","Aftermath Pale Ale",1896,0.058,44,113,"American Pale Ale (APA)",12,"Black Market Brewing Company","Temecula","california","California",33.4928,-117.1315
"CA","1881 California Red Ale",882,0.056,35,398,"American Amber / Red Ale",16,"Ruhstaller Beer Company","Sacramento","california","California",38.5677,-121.4685
"CA","Hell or High Watermelon Wheat (2009)",802,0.049,17,369,"Fruit / Vegetable Beer",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Sierra Nevada Pale Ale",400,0.056,37,84,"American Pale Ale (APA)",12,"Sierra Nevada Brewing Company","Chico","california","California",39.7578,-121.8161
"CA","Bitter American",876,0.044,42,369,"American Pale Ale (APA)",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","21st Amendment Watermelon Wheat Beer (2006)",800,0.049,17,369,"Fruit / Vegetable Beer",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Scotty K NA",606,0.001,0,523,"Low Alcohol Beer",16,"Uncommon Brewers","Santa Cruz","california","California",36.9789,-122.0346
"CA","Liberty Ale",2592,0.059,0,36,"American IPA",12,"Anchor Brewing Company","San Francisco","california","California",37.7558,-122.4449
"CA","Hangar 24 Helles Lager",1015,0.043,14,477,"Munich Helles Lager",12,"Hangar 24 Craft Brewery","Redlands","california","California",34.0512,-117.1712
