"Abbr","Beer_Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery_Name","City","State","state_name","lat","lng"
"MI","Pumpkin Tart",1997,0.07,0,11,"Fruit / Vegetable Beer",16,"Brewery Vivant","Grand Rapids","michigan","Michigan",42.9619,-85.6562
"MI","Tart Side of the Moon",1136,0.098,0,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids","michigan","Michigan",42.9619,-85.6562
"MI","Lazy Daze Lager",1280,0.055,0,230,"American Adjunct Lager",16,"Rochester Mills Brewing Company","Rochester","michigan","Michigan",42.6866,-83.1198
"MI","SNO White Ale",1273,0.048,0,441,"Witbier",16,"MillKing It Productions","Royal Oak","michigan","Michigan",42.5084,-83.1539
"MI","North Third Stout",2153,0.06,30,13,"Foreign / Export Stout",12,"Blackrocks Brewery","Marquette","michigan","Michigan",46.544,-87.4082
"MI","Vivant Tripel",1178,0.082,0,11,"Tripel",16,"Brewery Vivant","Grand Rapids","michigan","Michigan",42.9619,-85.6562
"MI","Centennial IPA",1565,0.072,65,16,"American IPA",12,"Founders Brewing Company","Grand Rapids","michigan","Michigan",42.9619,-85.6562
"MI","Grand Circus IPA",528,0.05,62,73,"American IPA",12,"Atwater Brewery","Detroit","michigan","Michigan",42.3834,-83.1024
"MI","Honey Lav",1953,0.052,0,13,"American Pale Wheat Ale",12,"Blackrocks Brewery","Marquette","michigan","Michigan",46.544,-87.4082
"MI","Nordskye ",2634,0.048,47,13,"American IPA",12,"Blackrocks Brewery","Marquette","michigan","Michigan",46.544,-87.4082
"MI","Hard Apple",1376,0.068,0,186,"Cider",16,"Vander Mill Ciders","Spring Lake","michigan","Michigan",43.0733,-86.1944
"MI","Northern Hawk Owl Amber",1278,0.058,0,439,"American Amber / Red Ale",12,"The Right Brain Brewery","Traverse City","michigan","Michigan",44.7546,-85.6038
"MI","Gunga Din",2242,0.052,0,187,"Cider",16,"St. Julian Winery","Paw Paw","michigan","Michigan",42.2148,-85.8919
"MI","Horny Monk",1403,0.069,20,12,"Dubbel",16,"Petoskey Brewing","Petoskey","michigan","Michigan",45.3649,-84.9888
"MI","Trebuchet Double IPA (2012)",669,0.097,0,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids","michigan","Michigan",42.9619,-85.6562
"MI","Dirty Bastard",2625,0.085,50,16,"Scotch Ale / Wee Heavy",12,"Founders Brewing Company","Grand Rapids","michigan","Michigan",42.9619,-85.6562
"MI","Acidulated Trip",2467,0.059,0,11,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids","michigan","Michigan",42.9619,-85.6562
"MI","Moe Lasses'",2006,0.064,0,11,"American Stout",16,"Brewery Vivant","Grand Rapids","michigan","Michigan",42.9619,-85.6562
"MI","Coconut Brown Ale",1496,0.068,0,13,"American Brown Ale",12,"Blackrocks Brewery","Marquette","michigan","Michigan",46.544,-87.4082
"MI","51K IPA",1481,0.07,51,13,"American IPA",12,"Blackrocks Brewery","Marquette","michigan","Michigan",46.544,-87.4082
"MI","Widow Maker Black Ale",60,NA,NA,85,"American Brown Ale",12,"Keweenaw Brewing Company","Houghton","michigan","Michigan",47.1118,-88.5675
"MI","Pepper in the Rye",2023,0.063,0,11,"Rye Beer",16,"Brewery Vivant","Grand Rapids","michigan","Michigan",42.9619,-85.6562
"MN","Hunny Do Wheat",2347,0.048,18,143,"American Pale Wheat Ale",12,"Third Street Brewhouse","Cold Spring","minnesota","Minnesota",45.457,-94.4297
"MN","Lost Trout Brown Ale",1779,0.049,0,143,"American Brown Ale",12,"Third Street Brewhouse","Cold Spring","minnesota","Minnesota",45.457,-94.4297
"MN","Todd the Axe Man",2543,0.072,0,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center","minnesota","Minnesota",45.0681,-93.3162
"MN","Doomtree",2409,0.057,0,62,"Extra Special / Strong Bitter (ESB)",16,"Surly Brewing Company","Brooklyn Center","minnesota","Minnesota",45.0681,-93.3162
"MN","Bark Bite IPA",985,0.066,50,445,"American IPA",16,"Big Wood Brewery","Vadnais Heights","minnesota","Minnesota",45.057,-93.0748
"MN","Three Way Pale Ale",1781,0.052,0,143,"American Pale Ale (APA)",12,"Third Street Brewhouse","Cold Spring","minnesota","Minnesota",45.457,-94.4297
"MN","Bitter Brewer",19,0.04,37,62,"English Bitter",16,"Surly Brewing Company","Brooklyn Center","minnesota","Minnesota",45.0681,-93.3162
"MN","WET",329,0.075,90,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center","minnesota","Minnesota",45.0681,-93.3162
"MN","Parapet ESB",2687,0.056,47,1,"Extra Special / Strong Bitter (ESB)",16,"NorthGate Brewing ","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Rise to the Top",1780,0.041,0,143,"Cream Ale",12,"Third Street Brewhouse","Cold Spring","minnesota","Minnesota",45.457,-94.4297
"MN","BLAKKR",1739,0.099,85,62,"American Black Ale",16,"Surly Brewing Company","Brooklyn Center","minnesota","Minnesota",45.0681,-93.3162
"MN","Sky-Five",1965,0.067,70,259,"American IPA",12,"Bauhaus Brew Labs","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Harness the Winter",2410,0.072,87,76,"American IPA",12,"Bent Paddle Brewing Company","Duluth","minnesota","Minnesota",46.7756,-92.1393
"MN","Morning Wood",986,0.055,35,445,"Oatmeal Stout",16,"Big Wood Brewery","Vadnais Heights","minnesota","Minnesota",45.057,-93.0748
"MN","Big Island Shandy",1027,0.05,0,475,"Shandy",16,"Tonka Beer Company","Minnetonka","minnesota","Minnesota",44.9322,-93.4598
"MN","Extra Pale Ale",2352,0.053,49,139,"American Pale Ale (APA)",12,"Summit Brewing Company","St Paul","minnesota",NA,NA,NA
"MN","Farm Girl Saison",1168,0.06,30,245,"Saison / Farmhouse Ale",16,"Lift Bridge Brewing Company","Stillwater","minnesota","Minnesota",45.0573,-92.8313
"MN","Wagon Party",1966,0.054,55,259,"California Common / Steam Beer",12,"Bauhaus Brew Labs","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","14° ESB ",1902,0.056,32,76,"Extra Special / Strong Bitter (ESB)",12,"Bent Paddle Brewing Company","Duluth","minnesota","Minnesota",46.7756,-92.1393
"MN","Sweet Yamma Jamma Ale",1555,0.05,10,278,"Fruit / Vegetable Beer",12,"Indeed Brewing Company","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Coffee Bender",17,0.051,45,62,"American Brown Ale",16,"Surly Brewing Company","Brooklyn Center","minnesota","Minnesota",45.0681,-93.3162
"MN","Uber Lupin Schwarz IPA",2557,0.083,0,54,"American Double / Imperial IPA",16,"Bent Brewstillery","Roseville","minnesota","Minnesota",45.0155,-93.1545
"MN","Nordic Blonde",2556,0.057,27,54,"American Blonde Ale",12,"Bent Brewstillery","Roseville","minnesota","Minnesota",45.0155,-93.1545
"MN","Make It So",2549,0.053,40,59,"Extra Special / Strong Bitter (ESB)",12,"Summit Brewing Company","St. Paul","minnesota","Minnesota",44.9478,-93.1039
"MN","Stargrazer",1964,0.05,28,259,"Schwarzbier",12,"Bauhaus Brew Labs","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Stronghold",2688,0.06,25,1,"American Porter",16,"NorthGate Brewing ","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Getaway",2036,0.052,30,245,"German Pilsener",16,"Lift Bridge Brewing Company","Stillwater","minnesota","Minnesota",45.0573,-92.8313
"MN","Bent Paddle Black Ale",1261,0.06,34,76,"American Black Ale",12,"Bent Paddle Brewing Company","Duluth","minnesota","Minnesota",46.7756,-92.1393
"MN","Bad Axe Imperial IPA",1255,0.098,76,445,"American Double / Imperial IPA",16,"Big Wood Brewery","Vadnais Heights","minnesota","Minnesota",45.057,-93.0748
"MN","Hopvale Organic Ale",2473,0.047,55,59,"American Pale Ale (APA)",16,"Summit Brewing Company","St. Paul","minnesota","Minnesota",44.9478,-93.1039
"MN","SurlyFest",18,0.055,34,62,"Rye Beer",16,"Surly Brewing Company","Brooklyn Center","minnesota","Minnesota",45.0681,-93.3162
"MN","Wonderstuff",1963,0.054,48,259,"German Pilsener",12,"Bauhaus Brew Labs","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Overrated! West Coast Style IPA",1112,0.073,69,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center","minnesota","Minnesota",45.0681,-93.3162
"MN","Venture Pils",1253,0.05,38,76,"German Pilsener",12,"Bent Paddle Brewing Company","Duluth","minnesota","Minnesota",46.7756,-92.1393
"MN","Preservation IPA",1026,0.068,0,475,"American IPA",16,"Tonka Beer Company","Minnetonka","minnesota","Minnesota",44.9322,-93.4598
"MN","Cold Press",2496,0.06,0,76,"American Black Ale",12,"Bent Paddle Brewing Company","Duluth","minnesota","Minnesota",46.7756,-92.1393
"MN","Unchained #18 Hop Silo",2415,0.083,100,59,"American Double / Imperial IPA",16,"Summit Brewing Company","St. Paul","minnesota","Minnesota",44.9478,-93.1039
"MN","Get Together",2692,0.045,50,1,"American IPA",16,"NorthGate Brewing ","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Stir Crazy Winter Ale",1691,0.065,22,278,"Winter Warmer",12,"Indeed Brewing Company","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Abrasive Ale",15,0.097,120,62,"American Double / Imperial IPA",16,"Surly Brewing Company","Brooklyn Center","minnesota","Minnesota",45.0681,-93.3162
"MN","Bent Hop Golden IPA",1901,0.062,68,76,"American IPA",12,"Bent Paddle Brewing Company","Duluth","minnesota","Minnesota",46.7756,-92.1393
"MN","Maggie's Leap",2691,0.049,26,1,"Milk / Sweet Stout",16,"NorthGate Brewing ","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Furious",12,0.062,99,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center","minnesota","Minnesota",45.0681,-93.3162
"MN","CynicAle",13,0.067,33,62,"Saison / Farmhouse Ale",16,"Surly Brewing Company","Brooklyn Center","minnesota","Minnesota",45.0681,-93.3162
"MN","Let It Ride IPA",1903,0.068,90,278,"American IPA",12,"Indeed Brewing Company","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Pumpion",2689,0.06,38,1,"Pumpkin Ale",16,"NorthGate Brewing ","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Wall's End",2690,0.048,19,1,"English Brown Ale",16,"NorthGate Brewing ","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Shenanigans Summer Ale",1115,0.046,27,278,"American Pale Wheat Ale",12,"Indeed Brewing Company","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Moar",2558,0.044,44,54,"English India Pale Ale (IPA)",12,"Bent Brewstillery","Roseville","minnesota","Minnesota",45.0155,-93.1545
"MN","Jack Pine Savage",1257,0.053,43,445,"American Pale Ale (APA)",16,"Big Wood Brewery","Vadnais Heights","minnesota","Minnesota",45.057,-93.0748
"MN","Midnight Ryder",729,0.065,80,278,"American Black Ale",12,"Indeed Brewing Company","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MN","Hell",14,0.051,20,62,"Keller Bier / Zwickel Bier",16,"Surly Brewing Company","Brooklyn Center","minnesota","Minnesota",45.0681,-93.3162
"MN","Bender",16,0.051,45,62,"American Brown Ale",16,"Surly Brewing Company","Brooklyn Center","minnesota","Minnesota",45.0681,-93.3162
"MN","Forest Fire Imperial Smoked Rye",1256,0.099,85,445,"Rye Beer",16,"Big Wood Brewery","Vadnais Heights","minnesota","Minnesota",45.057,-93.0748
"MN","Day Tripper Pale Ale",728,0.054,45,278,"American Pale Ale (APA)",12,"Indeed Brewing Company","Minneapolis","minnesota","Minnesota",44.9635,-93.2678
"MO","Passion Fruit Prussia",2545,0.035,11,61,"Berliner Weissbier",12,"4 Hands Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","Black Bear Dark Lager",1051,0.046,24,327,"Schwarzbier",12,"Morgan Street Brewery","Saint Louis","missouri",NA,NA,NA
"MO","O'Fallon Pumpkin Beer",1264,0.055,0,443,"Pumpkin Ale",12,"O'Fallon Brewery","O'Fallon","missouri","Missouri",38.785,-90.7175
"MO","Send Help",2544,0.045,18,61,"American Blonde Ale",12,"4 Hands Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","Contact High",1870,0.05,28,61,"American Pale Wheat Ale",12,"4 Hands Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","Masked Bandit IPA",1540,0.07,0,315,"American Black Ale",16,"Piney River Brewing Company","Bucryus","missouri",NA,NA,NA
"MO","Honey Wheat",1052,0.047,14,327,"American Pale Wheat Ale",12,"Morgan Street Brewery","Saint Louis","missouri",NA,NA,NA
"MO","Schlafly Summer Lager",53,0.045,17,429,"Munich Helles Lager",12,"Schlafly Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","Schlafly Yakima Wheat Ale",1324,0.05,45,429,"American Pale Wheat Ale",12,"Schlafly Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","Schlafly Hefeweizen",588,0.041,16,429,"Hefeweizen",12,"Schlafly Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","Schlafly American Brown Ale",1077,0.05,30,429,"American Brown Ale",12,"Schlafly Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","Drop Kick Ale",2340,0.052,0,133,"American Amber / Red Ale",12,"Weston Brewing Company","Weston","missouri","Missouri",39.4032,-94.8862
"MO","Resurrected",2285,0.065,0,61,"American IPA",12,"4 Hands Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","Alter Ego",2287,0.055,0,61,"American Black Ale",12,"4 Hands Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","Divided Sky",2286,0.065,0,61,"American IPA",12,"4 Hands Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","Cast Iron Oatmeal Brown",2324,0.055,0,61,"American Brown Ale",12,"4 Hands Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","L'il Lucy's Hot Pepper Ale",2341,0.049,28,133,"Chile Beer",12,"Weston Brewing Company","Weston","missouri","Missouri",39.4032,-94.8862
"MO","O’Malley’s IPA",2343,0.075,89,133,"American IPA",12,"Weston Brewing Company","Weston","missouri","Missouri",39.4032,-94.8862
"MO","Hot Date Ale",1791,0.06,20,315,"Chile Beer",16,"Piney River Brewing Company","Bucryus","missouri",NA,NA,NA
"MO","When Helles Freezes Over",1756,0.056,18,327,"Munich Helles Lager",12,"Morgan Street Brewery","Saint Louis","missouri",NA,NA,NA
"MO","Missouri Mule India Pale Ale",479,0.07,70,315,"American IPA",16,"Piney River Brewing Company","Bucryus","missouri",NA,NA,NA
"MO","Black Walnut Wheat",846,0.045,18,315,"American Dark Wheat Ale",16,"Piney River Brewing Company","Bucryus","missouri",NA,NA,NA
"MO","Lil' Helper",2208,0.07,70,189,"American IPA",12,"Mother's Brewing","Springfield","missouri","Missouri",37.1943,-93.2916
"MO","Schlafly IPA",1078,0.045,30,429,"American IPA",12,"Schlafly Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","Schlafly Black Lager",1323,0.05,0,429,"Schwarzbier",12,"Schlafly Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","Reprise Centennial Red",2288,0.06,0,61,"American Amber / Red Ale",12,"4 Hands Brewing Company","Saint Louis","missouri",NA,NA,NA
"MO","Blackberry Wheat",2459,0.048,11,88,"American Pale Wheat Ale",16,"Kirkwood Station Brewing Company","Kirkwood","missouri","Missouri",38.5788,-90.4203
"MO","5 Day IPA",1258,0.061,66,443,"American IPA",12,"O'Fallon Brewery","O'Fallon","missouri","Missouri",38.785,-90.7175
"MO","Towhead",2237,0.052,21,189,"American Blonde Ale",12,"Mother's Brewing","Springfield","missouri","Missouri",37.1943,-93.2916
"MO","Morgan Street Oktoberfest",1617,0.049,24,327,"Märzen / Oktoberfest",12,"Morgan Street Brewery","Saint Louis","missouri",NA,NA,NA
"MO","Old Tom Porter",847,0.055,25,315,"American Porter",16,"Piney River Brewing Company","Bucryus","missouri",NA,NA,NA
"MO","Float Trip Ale",1335,0.045,18,315,"American Blonde Ale",16,"Piney River Brewing Company","Bucryus","missouri",NA,NA,NA
"MO","Sweet Potato Ale",1491,0.06,24,315,"Fruit / Vegetable Beer",16,"Piney River Brewing Company","Bucryus","missouri",NA,NA,NA
"MO","India Pale Ale",2460,0.063,65,88,"American IPA",16,"Kirkwood Station Brewing Company","Kirkwood","missouri","Missouri",38.5788,-90.4203
"MO","Rip Van Winkle (Current)",2348,0.08,0,133,"Bock",12,"Weston Brewing Company","Weston","missouri","Missouri",39.4032,-94.8862
"MO","O'Fallon Wheach",128,0.051,7,443,"Fruit / Vegetable Beer",12,"O'Fallon Brewery","O'Fallon","missouri","Missouri",38.785,-90.7175
"MO","McKinney Eddy Amber Ale",521,0.055,20,315,"American Amber / Red Ale",16,"Piney River Brewing Company","Bucryus","missouri",NA,NA,NA
"MO","Heavy Lifting",2596,0.062,80,32,"American IPA",12,"Boulevard Brewing Company","Kansas City","missouri","Missouri",39.1238,-94.5541
"MO","Golden Pilsner",1046,0.05,35,327,"German Pilsener",12,"Morgan Street Brewery","Saint Louis","missouri",NA,NA,NA
"MS","Devil's Harvest Extra Pale Ale",1117,0.058,60,134,"American Pale Ale (APA)",16,"Southern Prohibition Brewing Com...","Hattiesburg","mississippi","Mississippi",31.3074,-89.317
"MS","Pub Ale",2033,0.038,18,246,"English Dark Mild Ale",12,"Lucky Town Brewing Company","Jackson","mississippi","Mississippi",32.3157,-90.2125
"MS","Suzy B Dirty Blonde Ale",1118,0.05,20,134,"American Blonde Ale",16,"Southern Prohibition Brewing Com...","Hattiesburg","mississippi","Mississippi",31.3074,-89.317
"MS","Ballistic Blonde",2032,0.051,31,246,"Belgian Pale Ale",12,"Lucky Town Brewing Company","Jackson","mississippi","Mississippi",32.3157,-90.2125
"MS","Sinister Minister Black IPA",2346,0.077,65,134,"American IPA",16,"Southern Prohibition Brewing Com...","Hattiesburg","mississippi","Mississippi",31.3074,-89.317
"MS","Jack the Sipper",2320,0.053,45,134,"Extra Special / Strong Bitter (ESB)",12,"Southern Prohibition Brewing Com...","Hattiesburg","mississippi","Mississippi",31.3074,-89.317
"MS","Hipster Breakfast",1120,0.058,40,134,"Oatmeal Stout",16,"Southern Prohibition Brewing Com...","Hattiesburg","mississippi","Mississippi",31.3074,-89.317
"MS","Devil's Harvest Extra Pale Ale",2297,0.058,60,134,"American Pale Ale (APA)",12,"Southern Prohibition Brewing Com...","Hattiesburg","mississippi","Mississippi",31.3074,-89.317
"MS","2014 IPA Cicada Series",2362,0.075,72,134,"American IPA",16,"Southern Prohibition Brewing Com...","Hattiesburg","mississippi","Mississippi",31.3074,-89.317
"MS","Mississippi Fire Ant",1745,0.08,80,134,"American Amber / Red Ale",16,"Southern Prohibition Brewing Com...","Hattiesburg","mississippi","Mississippi",31.3074,-89.317
"MS","Suzy B Dirty Blonde Ale",2296,0.05,20,134,"American Blonde Ale",12,"Southern Prohibition Brewing Com...","Hattiesburg","mississippi","Mississippi",31.3074,-89.317
"MT","Scape Goat Pale Ale (2010)",159,0.05,40,337,"English Pale Ale",12,"Big Sky Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Moose Drool Brown Ale (2009)",34,0.051,26,337,"American Brown Ale",12,"Big Sky Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Moose Drool Brown Ale",1711,0.051,26,337,"American Brown Ale",12,"Big Sky Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Tumbleweed IPA",474,0.057,0,538,"American IPA",12,"Lewis and Clark Brewing Company","Helena","montana","Montana",46.5965,-112.0202
"MT","Yard Sale Amber Ale",1432,0.056,0,410,"American Amber / Red Ale",16,"Tamarack Brewing Company","Lakeside","montana","Montana",48.0181,-114.2274
"MT","Big Sky IPA (2012)",579,0.062,65,337,"American IPA",12,"Big Sky Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Ambitious Lager",813,0.05,0,500,"Munich Helles Lager",16,"Wildwood Brewing Company","Stevensville","montana","Montana",46.5111,-114.0788
"MT","Plum St. Porter",2107,0.06,52,220,"American Porter",12,"Bozeman Brewing Company","Bozeman","montana","Montana",45.6833,-111.0558
"MT","Miner's Gold Hefeweizen",472,0.05,0,538,"Hefeweizen",12,"Lewis and Clark Brewing Company","Helena","montana","Montana",46.5965,-112.0202
"MT","Hat Trick Hop IPA",1433,0.068,0,410,"American IPA",16,"Tamarack Brewing Company","Lakeside","montana","Montana",48.0181,-114.2274
"MT","Powder Hound Winter Ale",1456,0.072,60,337,"English Strong Ale",12,"Big Sky Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Bozone Hefe Weizen",1288,0.06,25,220,"Hefeweizen",12,"Bozeman Brewing Company","Bozeman","montana","Montana",45.6833,-111.0558
"MT","Yellowstone Golden Ale",475,0.051,0,538,"Kölsch",12,"Lewis and Clark Brewing Company","Helena","montana","Montana",46.5965,-112.0202
"MT","Bozone Select Amber Ale",470,0.055,0,220,"American Amber / Red Ale",12,"Bozeman Brewing Company","Bozeman","montana","Montana",45.6833,-111.0558
"MT","Montana Trout Slayer Ale (2009)",35,0.05,35,337,"American Pale Wheat Ale",12,"Big Sky Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Double Haul IPA (2009)",759,0.065,65,511,"American IPA",16,"Kettle House Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Montana Trout Slayer Ale (2012)",766,0.05,35,337,"American Pale Wheat Ale",12,"Big Sky Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Plum St. Porter",1573,0.057,52,220,"American Porter",12,"Bozeman Brewing Company","Bozeman","montana","Montana",45.6833,-111.0558
"MT","Moose Drool Brown Ale (2011)",767,0.051,26,337,"American Brown Ale",12,"Big Sky Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Summer Honey",168,0.047,0,337,"American Blonde Ale",12,"Big Sky Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Bozone HopZone IPA",1289,0.07,80,220,"American IPA",12,"Bozeman Brewing Company","Bozeman","montana","Montana",45.6833,-111.0558
"MT","Single Hop Ale",1413,0.063,0,408,"American Pale Ale (APA)",12,"Bitter Root Brewing","Hamilton","montana","Montana",46.2527,-114.1598
"MT","Double Haul IPA",86,0.065,65,511,"American IPA",16,"Kettle House Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Bodacious Bock",825,0.075,0,500,"Bock",16,"Wildwood Brewing Company","Stevensville","montana","Montana",46.5111,-114.0788
"MT","Cold Smoke Scotch Ale (2007)",760,0.065,11,511,"Scotch Ale / Wee Heavy",16,"Kettle House Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Montana Trout Slayer Ale",1712,0.05,35,337,"American Pale Wheat Ale",12,"Big Sky Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Back Country Scottish Ale",471,0.057,0,538,"Scottish Ale",12,"Lewis and Clark Brewing Company","Helena","montana","Montana",46.5965,-112.0202
"MT","Black Star Double Hopped Golden Lager (24 oz.)",404,0.045,15,544,"American Pale Lager",24,"Great Northern Brewing Company","Whitefish","montana","Montana",48.4328,-114.359
"MT","Eddy Out Pale Ale",87,0.055,50,511,"American Pale Ale (APA)",16,"Kettle House Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Sawtooth Ale",1411,0.054,0,408,"American Blonde Ale",12,"Bitter Root Brewing","Hamilton","montana","Montana",46.2527,-114.1598
"MT","Beltian White",181,0.048,0,536,"Witbier",12,"Harvest Moon Brewing Company","Belt","montana","Montana",47.3873,-110.9276
"MT","Mystical Stout",826,0.054,0,500,"Irish Dry Stout",16,"Wildwood Brewing Company","Stevensville","montana","Montana",46.5111,-114.0788
"MT","Double Haul IPA (2006)",758,0.065,65,511,"American IPA",16,"Kettle House Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Scape Goat Pale Ale",1713,0.05,40,337,"English Pale Ale",12,"Big Sky Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Blown Out Brown",1441,0.052,0,408,"American Brown Ale",12,"Bitter Root Brewing","Hamilton","montana","Montana",46.2527,-114.1598
"MT","Big Sky IPA",1714,0.062,65,337,"American IPA",12,"Big Sky Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Lewis & Clark Amber Ale",473,0.05,0,538,"American Amber / Red Ale",12,"Lewis and Clark Brewing Company","Helena","montana","Montana",46.5965,-112.0202
"MT","Cold Smoke Scotch Ale",85,0.065,11,511,"Scotch Ale / Wee Heavy",16,"Kettle House Brewing Company","Missoula","montana","Montana",46.8751,-114.0214
"MT","Black Star Double Hopped Golden Lager (12 oz.)",164,0.045,15,544,"American Pale Lager",12,"Great Northern Brewing Company","Whitefish","montana","Montana",48.4328,-114.359
"NC","Farmer Ted's Cream Ale",1744,0.056,0,332,"Cream Ale",12,"Catawba Brewing Company","Morganton","north carolina","North Carolina",35.7408,-81.7002
"NC","13 Rebels ESB",1259,0.052,42,434,"Extra Special / Strong Bitter (ESB)",12,"French Broad Brewery","Asheville","north carolina","North Carolina",35.5707,-82.5537
"NC","Firewater India Pale Ale",1743,0.052,0,332,"American IPA",12,"Catawba Brewing Company","Morganton","north carolina","North Carolina",35.7408,-81.7002
"NC","G'KNIGHT",1533,0.087,85,390,"American Double / Imperial IPA",12,"Oskar Blues Brewery (North Carol...","Brevard","north carolina","North Carolina",35.2438,-82.7265
"NC","Triangle White Ale",114,0.05,0,525,"Witbier",12,"Triangle Brewing Company","Durham","north carolina","North Carolina",35.9792,-78.9022
"NC","Hot Rod Red",702,0.061,41,361,"American Amber / Red Ale",12,"Aviator Brewing Company","Fuquay-Varina","north carolina","North Carolina",35.5953,-78.7778
"NC","Dale's Pale Ale",1166,0.065,65,390,"American Pale Ale (APA)",19.2,"Oskar Blues Brewery (North Carol...","Brevard","north carolina","North Carolina",35.2438,-82.7265
"NC","Pisgah Pale Ale",1759,0.057,31,325,"American Pale Ale (APA)",12,"Pisgah Brewing Company","Black Mountain","north carolina","North Carolina",35.6144,-82.3274
"NC","Triangle Belgian Golden Ale",113,0.08,0,525,"Belgian Strong Pale Ale",12,"Triangle Brewing Company","Durham","north carolina","North Carolina",35.9792,-78.9022
"NC","Triangle India Pale Ale",594,0.057,0,525,"American IPA",12,"Triangle Brewing Company","Durham","north carolina","North Carolina",35.9792,-78.9022
"NC","Salamander Slam",2254,0.07,73,181,"American IPA",16,"Frog Level Brewing Company","Waynesville","north carolina","North Carolina",35.4854,-82.9996
"NC","Dale's Pale Ale",1065,0.065,65,390,"American Pale Ale (APA)",12,"Oskar Blues Brewery (North Carol...","Brevard","north carolina","North Carolina",35.2438,-82.7265
"NC","Wee-Heavy-Er Scotch Ale",1260,0.07,24,434,"Scotch Ale / Wee Heavy",12,"French Broad Brewery","Asheville","north carolina","North Carolina",35.5707,-82.5537
"NC","Firewater India Pale Ale",507,0.052,0,332,"American IPA",12,"Catawba Brewing Company","Morganton","north carolina","North Carolina",35.7408,-81.7002
"NC","Peanut Butter Jelly Time",2446,0.058,0,97,"American Brown Ale",12,"Catawba Valley Brewing Company","Morganton","north carolina","North Carolina",35.7408,-81.7002
"NC","Ninja Porter",429,0.053,26,529,"American Porter",12,"Asheville Brewing Company","Asheville","north carolina","North Carolina",35.5707,-82.5537
"NC","Trail Maker Pale Ale",1251,0.065,0,446,"American Pale Ale (APA)",12,"Howard Brewing Company","Lenoir","north carolina","North Carolina",35.9094,-81.5249
"NC","White Zombie Ale",1742,0.047,0,332,"Witbier",12,"Catawba Brewing Company","Morganton","north carolina","North Carolina",35.7408,-81.7002
